employee_id,department,job_role,monthly_income,years_at_company,attrition_probability,attrition_risk_level,engagement_score,current_skills_count,missing_skills_count,career_readiness_pct,missing_skills,recommended_learning_plan
534,Sales,Sales Executive,8392,10,0.1685,LOW,62.5,9,10,47.37,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
536,Research & Development,Laboratory Technician,4558,10,0.1184,LOW,68.75,10,10,50.0,Active Learning|Commercial plate reader software|Data entry software|Microsoft Excel|Microsoft Word|Monitoring|Reading Comprehension|SAP software|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
538,Research & Development,Laboratory Technician,4031,2,0.5537,MEDIUM,50.0,9,11,45.0,Active Listening|Critical Thinking|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|Reading Comprehension|SAP software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
543,Research & Development,Manufacturing Director,7969,5,0.1658,LOW,75.0,14,6,70.0,Adobe Photoshop|Apache Hadoop|Apple macOS|Atlassian JIRA|Autodesk AutoCAD|Microsoft PowerPoint,Critical Thinking & Complex Decision Making (C-SOFT-01)
544,Research & Development,Research Scientist,2654,2,0.12,LOW,75.0,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|Apache Spark|C++|Docker|GitHub|Go|Mathematics|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
546,Research & Development,Manager,16555,5,0.0612,LOW,93.75,14,6,70.0,Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
547,Research & Development,Research Scientist,4556,5,0.1555,LOW,56.25,13,9,59.09,Ansible software|Apache Spark|Bash|Docker|Go|Learning Strategies|Mathematics|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
548,Research & Development,Manufacturing Director,6091,5,0.1366,LOW,68.75,10,10,50.0,Adobe Photoshop|Amazon Web Services AWS software|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
549,Research & Development,Manager,19566,29,0.1205,LOW,56.25,15,5,75.0,Active Learning|Adobe Acrobat|Atlassian JIRA|Microsoft Excel|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
550,Research & Development,Manufacturing Director,4810,10,0.0658,LOW,75.0,12,8,60.0,Active Listening|Adobe Photoshop|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Monitoring,Executive Communication & Stakeholder Alignment (C-SOFT-02)
551,Research & Development,Healthcare Representative,4523,6,0.0972,LOW,87.5,9,10,47.37,Active Learning|Active Listening|Critical Thinking|Google Analytics|Google Workspace software|HubSpot software|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
554,Sales,Sales Representative,3202,5,0.7505,HIGH,50.0,8,11,42.11,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
555,Sales,Sales Representative,2351,2,0.6689,HIGH,75.0,8,11,42.11,Active Learning|Adobe Acrobat|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
556,Research & Development,Laboratory Technician,1702,1,0.3189,LOW,87.5,8,12,40.0,Active Learning|Active Listening|Commercial plate reader software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
558,Sales,Manager,18041,20,0.0642,LOW,81.25,12,8,60.0,Active Learning|Adobe Creative Cloud software|Apache Hadoop|Apple macOS|Atlassian JIRA|Microsoft Office software|Microsoft PowerPoint|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
560,Research & Development,Research Scientist,2886,3,0.101,LOW,62.5,9,13,40.91,Active Learning|Active Listening|Ansible software|Apache Kafka|C++|Docker|Git|GitHub|Learning Strategies|Mathematics|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
562,Research & Development,Laboratory Technician,2097,5,0.1596,LOW,81.25,10,10,50.0,Active Listening|Commercial plate reader software|Critical Thinking|Database software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
564,Research & Development,Research Director,11935,10,0.1188,LOW,62.5,11,11,50.0,Critical Thinking|IBM SPSS Statistics|Learning Strategies|Microsoft Access|Microsoft Outlook|Microsoft PowerPoint|Microsoft Visio|Monitoring|Reading Comprehension|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
565,Research & Development,Research Scientist,2546,2,0.6596,HIGH,56.25,10,12,45.45,Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|Bash|C|C++|Critical Thinking|Git|GitHub|Learning Strategies|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
566,Human Resources,Human Resources,2564,1,0.8226,HIGH,62.5,8,12,40.0,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Applicant tracking software|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
567,Sales,Sales Executive,8412,9,0.1939,LOW,62.5,9,10,47.37,Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
568,Sales,Manager,14118,1,0.1162,LOW,62.5,15,5,75.0,Adobe Creative Cloud software|Atlassian JIRA|Critical Thinking|Microsoft Excel|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
569,Research & Development,Manager,17046,27,0.084,LOW,56.25,14,6,70.0,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Atlassian JIRA|Autodesk AutoCAD|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
571,Research & Development,Laboratory Technician,2564,11,0.0848,LOW,81.25,10,10,50.0,Active Learning|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Outlook|Microsoft PowerPoint|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
573,Sales,Sales Executive,10266,18,0.16,LOW,62.5,12,7,63.16,Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
574,Research & Development,Manufacturing Director,5070,5,0.1064,LOW,68.75,12,8,60.0,Active Listening|Adobe Photoshop|Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Learning Strategies|Microsoft Office software|Monitoring,Executive Communication & Stakeholder Alignment (C-SOFT-02)
575,Research & Development,Research Director,17861,3,0.1007,LOW,62.5,15,7,68.18,Active Listening|Mathematics|Microsoft PowerPoint|Microsoft Project|Microsoft SharePoint|Microsoft Visio|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
577,Research & Development,Laboratory Technician,4230,5,0.1759,LOW,68.75,9,11,45.0,Active Learning|Active Listening|Commercial plate reader software|Database software|Google Docs|MEDITECH software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
578,Research & Development,Laboratory Technician,3780,1,0.1259,LOW,75.0,12,8,60.0,Active Learning|Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|Google Docs|Microsoft Excel|Microsoft Office software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
579,Research & Development,Research Scientist,2768,7,0.0614,LOW,75.0,12,10,54.55,Active Learning|Active Listening|Apache Spark|Critical Thinking|Docker|Go|Reading Comprehension|Science|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
580,Sales,Sales Executive,9071,3,0.1694,LOW,75.0,10,9,52.63,Adobe Creative Cloud software|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
581,Research & Development,Manufacturing Director,10648,13,0.1082,LOW,75.0,10,10,50.0,Adobe Acrobat|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Excel|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
582,Research & Development,Manager,13610,7,0.6398,MEDIUM,75.0,11,9,55.0,Adobe Acrobat|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Atlassian JIRA|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
584,Research & Development,Laboratory Technician,3408,4,0.6062,MEDIUM,43.75,9,11,45.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Data entry software|Database software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|SAP software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
585,Sales,Sales Representative,2983,3,0.2225,LOW,62.5,8,11,42.11,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Outlook|Microsoft PowerPoint|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
586,Research & Development,Healthcare Representative,7632,8,0.1836,LOW,81.25,9,10,47.37,Active Learning|Active Listening|Amazon Web Services AWS software|Critical Thinking|IBM SPSS Statistics|Linux|Microsoft Excel|Microsoft Outlook|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
587,Research & Development,Healthcare Representative,9824,1,0.7056,HIGH,50.0,10,9,52.63,Active Learning|Apache Hadoop|Google Analytics|Google Workspace software|Intuit QuickBooks|Linux|Monitoring|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
590,Human Resources,Human Resources,9950,3,0.6871,HIGH,56.25,10,10,50.0,Active Learning|Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Applicant tracking software|Learning Strategies|Microsoft Excel|Microsoft Outlook|Workday software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
591,Research & Development,Laboratory Technician,2093,2,0.1734,LOW,75.0,9,11,45.0,Active Learning|Billing software|Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
592,Sales,Sales Executive,9980,10,0.2177,LOW,81.25,9,10,47.37,Active Learning|Active Listening|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
593,Research & Development,Laboratory Technician,3894,2,0.6097,MEDIUM,68.75,8,12,40.0,Active Learning|Billing software|Critical Thinking|Google Docs|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
595,Sales,Sales Executive,4051,9,0.1439,LOW,62.5,10,9,52.63,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Autodesk AutoCAD|Microsoft Outlook|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
597,Sales,Manager,16835,10,0.1231,LOW,62.5,16,4,80.0,Adobe Photoshop|Atlassian Confluence|Microsoft Office software|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
599,Sales,Sales Executive,6230,14,0.1531,LOW,93.75,11,8,57.89,Active Listening|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
600,Sales,Sales Executive,4717,11,0.126,LOW,68.75,10,9,52.63,Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
601,Research & Development,Manufacturing Director,13237,20,0.0895,LOW,68.75,12,8,60.0,Adobe Acrobat|Adobe Photoshop|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Monitoring|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
602,Research & Development,Laboratory Technician,3755,8,0.159,LOW,62.5,9,11,45.0,Active Learning|Active Listening|Billing software|Critical Thinking|Data entry software|Database software|MEDITECH software|Microsoft Outlook|Monitoring|Reading Comprehension|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
604,Sales,Sales Executive,6582,6,0.3204,LOW,75.0,9,10,47.37,Active Learning|Active Listening|Adobe Creative Cloud software|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
605,Research & Development,Manufacturing Director,7406,10,0.1683,LOW,75.0,10,10,50.0,Amazon Web Services AWS software|Apache Hadoop|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
606,Sales,Sales Executive,4805,8,0.1283,LOW,68.75,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Office software|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
608,Human Resources,Human Resources,2741,7,0.7223,HIGH,62.5,9,11,45.0,Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Applicant tracking software|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
611,Research & Development,Manufacturing Director,4262,3,0.1269,LOW,81.25,9,11,45.0,Active Listening|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Office software|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
612,Research & Development,Research Director,16184,6,0.1272,LOW,68.75,11,11,50.0,Active Learning|Active Listening|Adobe Acrobat|Critical Thinking|Learning Strategies|Microsoft Access|Microsoft Office software|Microsoft Project|Monitoring|Reading Comprehension|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
613,Sales,Manager,11557,5,0.1378,LOW,75.0,10,10,50.0,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
614,Sales,Sales Representative,1878,0,0.9158,HIGH,68.75,7,12,36.84,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
615,Sales,Sales Executive,10932,1,0.1841,LOW,50.0,11,8,57.89,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Salesforce software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
616,Research & Development,Healthcare Representative,6811,8,0.3035,LOW,43.75,9,10,47.37,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Google Workspace software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Office software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
618,Sales,Sales Executive,4306,0,0.3157,LOW,50.0,9,10,47.37,Active Learning|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Monitoring|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
620,Sales,Sales Executive,4859,5,0.1641,LOW,68.75,8,11,42.11,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Monitoring|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
621,Sales,Sales Executive,5337,10,0.1703,LOW,100.0,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
622,Research & Development,Laboratory Technician,2340,1,0.9636,HIGH,62.5,8,12,40.0,Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Word|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
623,Research & Development,Manufacturing Director,7491,6,0.094,LOW,81.25,10,10,50.0,Active Learning|Adobe Creative Cloud software|Adobe Photoshop|Apache Hadoop|Atlassian Confluence|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
624,Research & Development,Healthcare Representative,10527,2,0.155,LOW,68.75,13,6,68.42,Critical Thinking|HubSpot software|Microsoft Excel|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
625,Sales,Manager,16595,18,0.0671,LOW,50.0,12,8,60.0,Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Microsoft Office software|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
626,Sales,Sales Executive,8834,9,0.1741,LOW,62.5,9,10,47.37,Active Learning|Active Listening|Adobe Acrobat|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Salesforce software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
630,Research & Development,Research Scientist,5577,10,0.0945,LOW,62.5,13,9,59.09,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Spark|C|Docker|Git|Monitoring,Executive Communication & Stakeholder Alignment (C-SOFT-02)
631,Sales,Sales Executive,4707,4,0.5577,MEDIUM,93.75,8,11,42.11,Active Listening|Adobe Creative Cloud software|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
632,Sales,Sales Representative,2400,2,0.1517,LOW,87.5,8,11,42.11,Active Learning|Active Listening|Adobe Illustrator|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
634,Research & Development,Healthcare Representative,9824,1,0.1102,LOW,75.0,11,8,57.89,Active Listening|Google Workspace software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Office software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
635,Research & Development,Manufacturing Director,6447,6,0.149,LOW,56.25,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
638,Research & Development,Research Director,19502,31,0.0588,LOW,75.0,16,6,72.73,Active Listening|Adobe Photoshop|Microsoft Visio|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
639,Research & Development,Research Scientist,2725,6,0.4445,MEDIUM,75.0,10,12,45.45,Active Learning|Ansible software|C++|Critical Thinking|Docker|Git|GitHub|Go|Learning Strategies|Mathematics|Monitoring|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
641,Sales,Sales Executive,6272,5,0.2053,LOW,62.5,8,11,42.11,Active Learning|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
643,Research & Development,Laboratory Technician,2127,1,0.5561,MEDIUM,75.0,8,12,40.0,Active Learning|Active Listening|Commercial plate reader software|Critical Thinking|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
644,Human Resources,Manager,18200,32,0.1694,LOW,56.25,15,5,75.0,Active Learning|Adobe Photoshop|Apache Hadoop|Autodesk AutoCAD|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
645,Sales,Sales Representative,2096,7,0.127,LOW,68.75,9,10,47.37,Active Learning|Adobe Creative Cloud software|Adobe Illustrator|Apple macOS|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
647,Research & Development,Laboratory Technician,2886,6,0.7251,HIGH,68.75,9,11,45.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Data entry software|MEDITECH software|Microsoft PowerPoint|Monitoring|Science|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
648,Sales,Sales Representative,2033,1,0.8607,HIGH,50.0,7,12,36.84,Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
649,Research & Development,Research Scientist,3622,6,0.33,LOW,75.0,10,12,45.45,Active Learning|Active Listening|Ansible software|Apache Hadoop|Apache Kafka|Bash|C++|Docker|Git|Learning Strategies|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
650,Sales,Sales Executive,4233,3,0.6507,HIGH,56.25,9,10,47.37,Active Listening|Adobe InDesign|Adobe Photoshop|Apple macOS|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
652,Research & Development,Laboratory Technician,3681,3,0.2418,LOW,68.75,10,10,50.0,Active Learning|Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|Microsoft Office software|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
653,Sales,Sales Executive,5460,7,0.1484,LOW,81.25,10,9,52.63,Active Listening|Adobe Acrobat|Adobe Illustrator|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Monitoring|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
655,Research & Development,Research Scientist,2187,5,0.1476,LOW,56.25,10,12,45.45,Active Learning|Ansible software|Apache Hadoop|Apache Kafka|Bash|Critical Thinking|Docker|Git|Monitoring|Reading Comprehension|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
656,Sales,Sales Executive,9602,3,0.2472,LOW,81.25,11,8,57.89,Active Learning|Active Listening|Adobe Acrobat|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
657,Research & Development,Research Scientist,2836,1,0.3294,LOW,75.0,9,13,40.91,Amazon Web Services AWS software|Apache Hadoop|Apache Spark|C|Critical Thinking|Docker|Git|GitHub|Go|Learning Strategies|Monitoring|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
659,Research & Development,Healthcare Representative,4089,10,0.1001,LOW,75.0,9,10,47.37,Active Learning|Active Listening|Amazon Web Services AWS software|Critical Thinking|Google Workspace software|Microsoft Excel|Monitoring|Reading Comprehension|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
661,Research & Development,Research Director,16627,1,0.1132,LOW,68.75,13,9,59.09,Adobe Photoshop|IBM SPSS Statistics|Microsoft Access|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Project|Microsoft SharePoint|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
662,Research & Development,Research Scientist,2619,0,0.1612,LOW,68.75,10,12,45.45,Active Listening|Amazon Web Services AWS software|C|C++|Critical Thinking|GitHub|Go|Learning Strategies|Mathematics|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Applied Machine Learning & Deep Learning (C-TECH-03)
663,Research & Development,Laboratory Technician,5679,8,0.1279,LOW,75.0,10,10,50.0,Active Learning|Active Listening|Billing software|Critical Thinking|Google Docs|MEDITECH software|Microsoft Outlook|Microsoft Word|SAP software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
664,Research & Development,Manager,15402,3,0.086,LOW,50.0,12,8,60.0,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Atlassian Confluence|Microsoft PowerPoint|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
665,Human Resources,Human Resources,5985,2,0.1629,LOW,50.0,10,10,50.0,Active Learning|Active Listening|Adobe Acrobat|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Monitoring|Speaking|Workday software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
666,Sales,Sales Representative,2579,8,0.2506,LOW,81.25,9,10,47.37,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
667,Sales,Sales Representative,3041,4,0.5245,MEDIUM,56.25,8,11,42.11,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
669,Sales,Sales Representative,3447,3,0.273,LOW,75.0,8,11,42.11,Active Learning|Active Listening|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
671,Research & Development,Manager,19513,2,0.0926,LOW,75.0,13,7,65.0,Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Learning Strategies|Microsoft Excel|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
